id,program,topic,subtopic,difficulty,archetype,question_text,options,correct_answer,reasoning_skills,misconceptions,distractor_rationale,solution,coaching_hints,metadata,visual,blueprint_code,environment,review_status,is_active,visual_required,visual_type,created_at
waterloo_gauss_proportional_rate_scaling_part_a_202605311525355997,waterloo_gauss,number_sense,null,part_a,dynamic_state_transformation,"Emma reads 24 pages in 30 minutes. At this rate, how many pages will she read in 45 minutes?","{""A"":""18"",""B"":""24"",""C"":""30"",""D"":""36"",""E"":""48""}",D,"[""Calculate unit rate"",""Apply proportional scaling""]","[""Scaling in wrong direction"",""Confusing rate and total"",""Cross-multiplication mistakes""]","{""A"":""Incorrectly assumes the rate is 24 pages per hour instead of 48 pages per hour."",""B"":""Uses the original number of pages without adjusting for the longer time."",""C"":""Miscalculates the scaling factor (e.g., adds half of 24 instead of multiplying correctly)."",""D"":""Correct answer."",""E"":""Doubles the original pages without considering the time increase proportionally.""}","{""steps"":[""Calculate Emma's reading rate: 24 pages ÷ 30 minutes = 0.8 pages per minute."",""Multiply the rate by 45 minutes: 0.8 pages/minute × 45 minutes = 36 pages.""],""key_insight"":""Find the unit rate (pages per minute) and scale it to the new time duration.""}","[""Find how many pages Emma reads per minute."",""Multiply that rate by 45 minutes."",""Alternatively, determine how many pages are read in 15 minutes and add to the 30-minute total.""]","{""source"":""ai_generated"",""created_at"":""2026-05-31T15:25:29.415654Z"",""blueprint_code"":""proportional_rate_scaling""}","{""spec"":{},""type"":""none"",""required"":false}",proportional_rate_scaling,dev,draft,true,false,none,2026-05-31 15:25:29.415654+00
waterloo_gauss_proportional_rate_scaling_part_a_202605311756159452,waterloo_gauss,number_sense,mixed,part_a,dynamic_state_transformation,"A printing press can produce 240 booklets in 4 hours. At this rate, how many booklets can it produce in 11 hours?","{""A"":""440"",""B"":""550"",""C"":""660"",""D"":""770"",""E"":""880""}",C,"[""Scale a rate to a new time duration"",""Calculate unit rate"",""Apply proportional reasoning""]","[""Scaling in wrong direction"",""Cross-multiplication mistakes""]","{""A"":""Calculated 240/4 = 60 per hour, then multiplied by 6 (instead of 11) hours"",""B"":""Added 240 + 11 = 251 then rounded to 250 (incorrect operation)"",""C"":""Correct calculation: 240/4 = 60 per hour, 60 × 11 = 660"",""D"":""Used 7 hours instead of 11 (240/4 × 7 = 420) and scaled incorrectly"",""E"":""Doubled the 4-hour rate (480) and added 400 (arbitrary addition)""}","{""steps"":[""Calculate hourly rate: 240 ÷ 4 = 60 booklets/hour"",""Multiply by 11 hours: 60 × 11 = 660 booklets""],""key_insight"":""Find the unit rate first, then scale to the new time duration""}","[""What is the production rate per hour?"",""Multiply the hourly rate by 11 hours"",""Check if 660 is 2.5 times 240 (since 11 hours is 2.5 times 4 hours)""]","{""source"":""ai_generated"",""created_at"":""2026-05-31T17:56:10.702975Z"",""blueprint_code"":""proportional_rate_scaling""}","{""spec"":{},""type"":""none"",""required"":false}",proportional_rate_scaling,dev,draft,true,false,none,2026-05-31 17:56:10.702975+00
waterloo_gauss_proportional_rate_scaling_part_a_202605311757598118,waterloo_gauss,number_sense,mixed,part_a,dynamic_state_transformation,A car travels 150 km in 3 hours at a constant speed. How far will it travel in 5 hours at the same speed?,"{""A"":""250 km"",""B"":""90 km"",""C"":""400 km"",""D"":""750 km"",""E"":""150 km""}",A,"[""Scale a rate"",""Apply proportional reasoning""]","[""Scaling in wrong direction"",""confusing rate and total""]","{""A"":null,""B"":""This answer incorrectly divides instead of scaling up the rate."",""C"":""This result assumes an incorrect scaling factor of 8/3 instead of 5/3."",""D"":""This answer falsely assumes the speed is 150 km/h instead of calculating the correct rate."",""E"":""This is the original distance without any scaling applied.""}","{""steps"":[""Calculate the car's speed: 150 km ÷ 3 hours = 50 km/h."",""Multiply the speed by the new time: 50 km/h × 5 hours = 250 km.""],""key_insight"":""First determine the unit rate (km per hour), then apply it to the new time.""}","[""Find how far the car travels in 1 hour first."",""Multiply the hourly rate by the total hours needed."",""Check if your answer makes sense with the original 3-hour distance.""]","{""source"":""ai_generated"",""created_at"":""2026-05-31T17:57:55.740439Z"",""blueprint_code"":""proportional_rate_scaling""}","{""spec"":{},""type"":""none"",""required"":false}",proportional_rate_scaling,dev,draft,true,false,none,2026-05-31 17:57:55.740439+00
waterloo_gauss_proportional_rate_scaling_part_a_202605311759432341,waterloo_gauss,number_sense,mixed,part_a,dynamic_state_transformation,"A machine fills 450 bottles every 15 minutes. At this constant rate, how many bottles would it fill in 23 minutes?","{""A"":""600"",""B"":""690"",""C"":""750"",""D"":""900"",""E"":""920""}",B,"[""scaling rates"",""proportional reasoning""]","[""Scaling in wrong direction"",""cross-multiplication mistakes""]","{""A"":""Calculated 40 bottles per minute instead of 30 (40 × 15 = 600)."",""B"":null,""C"":""Used 25 minutes instead of 23 (450 ÷ 15 × 25 = 750)."",""D"":""Doubled the original 450 bottles instead of scaling proportionally."",""E"":""Added 23 bottles to the original 450 instead of calculating the rate.""}","{""steps"":[""Calculate the rate per minute: 450 bottles ÷ 15 minutes = 30 bottles per minute."",""Multiply by 23 minutes: 30 bottles/minute × 23 minutes = 690 bottles.""],""key_insight"":""Find the unit rate first, then scale to the new time.""}","[""Find how many bottles are filled in 1 minute."",""Multiply the rate by the new time (23 minutes)."",""Check if your answer makes sense compared to the original 450 bottles in 15 minutes.""]","{""source"":""ai_generated"",""created_at"":""2026-05-31T17:59:39.294300Z"",""blueprint_code"":""proportional_rate_scaling""}","{""spec"":{},""type"":""none"",""required"":false}",proportional_rate_scaling,dev,draft,true,false,none,2026-05-31 17:59:39.2943+00
waterloo_gauss_visual_data_extraction_part_a_202605311800316924,waterloo_gauss,data_analysis,graphs,part_a,visual_data_retrieval,Which fruit was chosen as the favorite by the most students according to the bar graph?,"{""A"":""Apples"",""B"":""Bananas"",""C"":""Grapes"",""D"":""Oranges"",""E"":""Strawberries""}",E,"[""Visual data retrieval"",""Simple comparison""]","[""Reading wrong axis"",""Ignoring scale intervals"",""Confusing categories""]","{""A"":""Apples has a high bar but is second-highest in value."",""B"":""Bananas is the shortest bar, representing the fewest students."",""C"":""Grapes is a middle-value bar, not the tallest."",""D"":""Oranges is the second-tallest bar, close to strawberries."",""E"":""Correct. The strawberries bar reaches the highest point on the y-axis.""}","{""steps"":[""Identify the tallest bar in the graph."",""Match the tallest bar to its corresponding category label.""],""key_insight"":""The tallest bar represents the category with the highest value.""}","[""Look at the y-axis scale to confirm the maximum value."",""Compare the top of each bar to the y-axis labels."",""Double-check that you are reading the correct category label.""]","{""source"":""ai_generated"",""created_at"":""2026-05-31T18:00:29.324051Z"",""blueprint_code"":""visual_data_extraction""}","{""spec"":{""title"":""Favorite Fruits of Grade 7 Students"",""values"":[20,15,18,22,25],""x_labels"":[""Apples"",""Bananas"",""Grapes"",""Oranges"",""Strawberries""],""y_axis_label"":""Number of Students""},""type"":""bar_graph"",""required"":true}",visual_data_extraction,dev,draft,true,true,bar_graph,2026-05-31 18:00:29.324051+00
waterloo_gauss_visual_data_extraction_part_a_202605311801211871,waterloo_gauss,data_analysis,graphs,part_a,visual_data_retrieval,The bar graph shows the number of books sold each month at a bookstore during the first quarter. Which month had the highest sales?,"{""A"":""January"",""B"":""February"",""C"":""March"",""D"":""April"",""E"":""May""}",D,"[""Reading bar graphs"",""Comparing values""]","[""Reading wrong axis"",""Ignoring scale intervals"",""Confusing categories""]","{""A"":""January's bar is the shortest, not the tallest."",""B"":""February's bar is taller than January's but shorter than April's."",""C"":""March's bar is shorter than April's by one scale interval."",""D"":""Correct. April's bar reaches the highest mark on the y-axis."",""E"":""May's bar is the second tallest but not the highest.""}","{""steps"":[""Locate the tallest bar in the graph."",""Match the tallest bar to its corresponding month label on the x-axis.""],""key_insight"":""The height of each bar represents the number of books sold for that month.""}","[""Start by identifying the tallest bar."",""Check the y-axis scale to confirm the value of the tallest bar."",""Verify the corresponding month label for that bar.""]","{""source"":""ai_generated"",""created_at"":""2026-05-31T18:01:18.349189Z"",""blueprint_code"":""visual_data_extraction""}","{""spec"":{""title"":""Monthly Book Sales"",""values"":[45,60,55,70,65],""x_labels"":[""January"",""February"",""March"",""April"",""May""],""y_axis_label"":""Number of Books Sold""},""type"":""bar_graph"",""required"":true}",visual_data_extraction,dev,draft,true,true,bar_graph,2026-05-31 18:01:18.349189+00
waterloo_gauss_visual_data_extraction_part_a_202605311802100044,waterloo_gauss,data_analysis,graphs,part_a,visual_data_retrieval,Which month had the highest book sales at the local store?,"{""A"":""February"",""B"":""April"",""C"":""March"",""D"":""January"",""E"":""May""}",C,"[""Reading bar graphs"",""Comparing values""]","[""Reading wrong axis"",""Ignoring scale intervals"",""Over-computing when retrieval is enough""]","{""A"":""February's sales are 250, which is lower than March's 350."",""B"":""April's sales are 300, which is the second-highest but not the highest."",""C"":""Correct answer."",""D"":""January's sales are the lowest at 200 books."",""E"":""May's sales (250) match February's but are still below March's total.""}","{""steps"":[""Identify the y-axis scale intervals (each mark = 50 books)."",""Locate the tallest bar for March, which reaches 350 on the y-axis.""],""key_insight"":""The highest sales correspond to the tallest bar when aligning with the y-axis scale.""}","[""Check the y-axis scale first to determine the value of each bar segment."",""Compare the top of each bar to the y-axis numbers."",""Look for the bar that reaches the highest numbered mark.""]","{""source"":""ai_generated"",""created_at"":""2026-05-31T18:02:07.276111Z"",""blueprint_code"":""visual_data_extraction""}","{""spec"":{""title"":""Monthly Book Sales at a Local Store"",""values"":[200,250,350,300,250],""x_labels"":[""January"",""February"",""March"",""April"",""May""],""y_axis_label"":""Number of Books Sold""},""type"":""bar_graph"",""required"":true}",visual_data_extraction,dev,draft,true,true,bar_graph,2026-05-31 18:02:07.276111+00
waterloo_gauss_visual_data_extraction_part_a_202605311802589710,waterloo_gauss,data_analysis,graphs,part_a,visual_data_retrieval,"According to the bar graph, which month had the highest number of books read?","{""A"":""January"",""B"":""February"",""C"":""March"",""D"":""April"",""E"":""May""}",E,"[""Reading scale intervals"",""Comparing bar heights"",""Matching categories to values""]","[""Reading wrong axis"",""Ignoring scale intervals"",""Confusing categories""]","{""A"":""January's bar is much shorter than other months"",""B"":""February is the second-highest but not the highest"",""C"":""March is below April and May"",""D"":""April is close to May but not the tallest"",""E"":""Correct: May has the tallest bar at 35 books""}","{""steps"":[""Locate the tallest bar on the graph"",""Read the y-axis value at the top of the tallest bar""],""key_insight"":""Identify the tallest bar and match it to its category label""}","[""Start by checking the y-axis scale to understand the intervals"",""Look for the bar that reaches the highest number"",""Double-check that the category label matches the bar height""]","{""source"":""ai_generated"",""created_at"":""2026-05-31T18:02:56.563026Z"",""blueprint_code"":""visual_data_extraction""}","{""spec"":{""title"":""Monthly Book Reading Statistics"",""values"":[15,25,30,20,35],""y_scale"":5,""x_labels"":[""January"",""February"",""March"",""April"",""May""],""y_axis_label"":""Number of Books Read""},""type"":""bar_graph"",""required"":true}",visual_data_extraction,dev,draft,true,true,bar_graph,2026-05-31 18:02:56.563026+00
waterloo_gauss_compound_state_transformation_part_b_202605311804413973,waterloo_gauss,number_sense,percentages,part_b,dynamic_state_transformation,"A video game character starts with 200 energy points. After collecting a power-up, the energy increases by 20%. Later, the character uses a ability that reduces energy by 25% of the new amount. What is the final energy level?","{""A"":""180"",""B"":""190"",""C"":""200"",""D"":""240"",""E"":""300""}",A,"[""Sequential percentage calculation"",""Understanding base shifts in percentage problems""]","[""Applying second change to original base"",""Ignoring intermediate steps"",""Adding percentages directly""]","{""A"":""Correct: 20% increase then 25% decrease applied sequentially with updated bases."",""B"":""Error: Calculated 25% decrease from original 200 instead of updated value."",""C"":""Error: Incorrectly assumes no net change after two percentage adjustments."",""D"":""Error: Stopped calculation after first 20% increase step."",""E"":""Error: Added both percentages (20% + 25%) to original base instead of applying sequentially.""}","{""steps"":[""Calculate 20% of 200 = 40 → New total = 240"",""Calculate 25% of 240 = 60 → Final total = 240 - 60 = 180""],""key_insight"":""Each percentage change uses the current value as base, not the original amount.""}","[""What is the energy level after the first power-up?"",""For the second change, what value should you take 25% of?"",""Remember percentages compound - each step uses the most recent total""]","{""source"":""ai_generated"",""created_at"":""2026-05-31T18:04:38.262465Z"",""blueprint_code"":""compound_state_transformation""}","{""spec"":{},""type"":""none"",""required"":false}",compound_state_transformation,dev,draft,true,false,none,2026-05-31 18:04:38.262465+00
waterloo_gauss_compound_state_transformation_part_b_202605311805317654,waterloo_gauss,number_sense,percentages,part_b,dynamic_state_transformation,"A store increases the price of a $100 item by 20%, then later decreases the new price by 25%. What is the final price?","{""A"":""$95"",""B"":""$120"",""C"":""$90"",""D"":""$105"",""E"":""$80""}",C,"[""Sequential percentage calculation"",""Tracking changing base values"",""Multi-step problem decomposition""]","[""Applying second change to original base"",""Adding percentages directly"",""Confusing before/after states""]","{""A"":""Adds percentages directly (20% - 25%) and subtracts from original"",""B"":""Stops calculation after first 20% increase"",""C"":""Correctly applies both percentage changes to updated values"",""D"":""Incorrectly calculates net percentage change as +5%"",""E"":""Miscalculates 25% of $120 as $40 instead of $30""}","{""steps"":[""First increase: 20% of $100 = $20 → $120"",""Second decrease: 25% of $120 = $30 → $90""],""key_insight"":""Each percentage change must be applied to the current value, not the original amount""}","[""Calculate the price after the first change"",""Use the new price as the base for the second change"",""Check if percentages are applied to the correct value""]","{""source"":""ai_generated"",""created_at"":""2026-05-31T18:05:28.310928Z"",""blueprint_code"":""compound_state_transformation""}","{""spec"":{},""type"":""none"",""required"":false}",compound_state_transformation,dev,draft,true,false,none,2026-05-31 18:05:28.310928+00
waterloo_gauss_compound_state_transformation_part_b_202605311807143867,waterloo_gauss,number_sense,percentages,part_b,dynamic_state_transformation,"Emma had some money. She spent 20% of it on a book, then 30% of the remaining amount on a game. If she has $42 left, how much did she have originally?","{""A"":""$70"",""B"":""$75"",""C"":""$80"",""D"":""$90"",""E"":""$105""}",B,"[""Tracking percentage changes"",""Reverse calculation"",""Multi-step problem solving""]","[""Applying second change to original base"",""Adding percentages"",""Confusing before and after states""]","{""A"":""Treats both percentage reductions as applied to the original amount instead of sequentially"",""C"":""Adds 20% + 30% = 50% and assumes remaining 50% = $42"",""D"":""Miscalculates remaining percentage after two reductions"",""E"":""Incorrectly calculates final amount as 30% of original instead of 56%""}","{""steps"":[""After 20% spent, 80% remains: 0.8 × original"",""After 30% of remaining spent, 70% of 80% remains: 0.7 × 0.8 × original = 0.56 × original"",""0.56 × original = $42 ⇒ original = 42 ÷ 0.56 = $75""],""key_insight"":""Each percentage reduction is applied sequentially to the current remaining amount, not the original amount""}","[""What fraction of her money remains after buying the book?"",""What percentage of that remaining amount is left after buying the game?"",""Work backwards: if 56% of the original equals $42, what is 1%?""]","{""source"":""ai_generated"",""created_at"":""2026-05-31T18:07:11.287999Z"",""blueprint_code"":""compound_state_transformation""}","{""spec"":{},""type"":""none"",""required"":false}",compound_state_transformation,dev,draft,true,false,none,2026-05-31 18:07:11.287999+00
waterloo_gauss_compound_state_transformation_part_b_202605311808065101,waterloo_gauss,number_sense,percentages,part_b,dynamic_state_transformation,"A store reduces the price of a tablet by 25% during a sale. After the sale, they increase the discounted price by 20%. If the original price was $200, what is the final price after these changes?","{""A"":""$180"",""B"":""$190"",""C"":""$200"",""D"":""$150"",""E"":""$240""}",A,"[""Apply percentage changes sequentially"",""Track before-and-after states"",""Calculate compound percentage effects""]","[""Applying second change to original base"",""Adding percentages directly"",""Confusing before and after states""]","{""A"":null,""B"":""Incorrectly calculates net change as 5% decrease (25% - 20%) applied to original price"",""C"":""Assumes the price returns to original value after increase/decrease"",""D"":""Only accounts for the first 25% discount, ignoring the subsequent 20% increase"",""E"":""Adds 20% of original price ($40) to discounted price ($150) instead of 20% of $150""}","{""steps"":[""First discount: 25% off $200 = $200 × 0.75 = $150"",""Second change: 20% increase on $150 = $150 × 1.20 = $180""],""key_insight"":""Each percentage change applies to the current price, not the original""}","[""What is the price after the first 25% discount?"",""What does 20% of the discounted price equal?"",""Remember: percentages apply to the current amount, not the original""]","{""source"":""ai_generated"",""created_at"":""2026-05-31T18:08:00.203081Z"",""blueprint_code"":""compound_state_transformation""}","{""spec"":{},""type"":""none"",""required"":false}",compound_state_transformation,dev,draft,true,false,none,2026-05-31 18:08:00.203081+00
waterloo_gauss_compound_state_transformation_part_b_202605311808567448,waterloo_gauss,number_sense,percentages,part_b,dynamic_state_transformation,"A garden starts with 80 plants. After planting new seeds, the number increases by 25%. Later, 40% of the plants are eaten by pests. How many plants remain?","{""A"":""60"",""B"":""80"",""C"":""100"",""D"":""48"",""E"":""120""}",A,"[""Apply percentage increase"",""Apply percentage decrease"",""Track sequential transformations""]","[""Applying second change to original base"",""Adding percentages"",""Confusing before and after states""]","{""A"":null,""B"":""Chooses the original number instead of calculating changes"",""C"":""Calculates only the first 25% increase but stops before the second step"",""D"":""Applies 40% decrease to the original 80 instead of the new total"",""E"":""Adds 25% and 40% as a combined 65% increase instead of sequential changes""}","{""steps"":[""First increase: 25% of 80 = 20 → Total becomes 80 + 20 = 100"",""Second decrease: 40% of 100 = 40 → Remaining plants: 100 − 40 = 60""],""key_insight"":""Each percentage change must be applied sequentially to the updated value, not the original""}","[""What is the total number after the first 25% increase?"",""For the second step, what value should you apply the 40% decrease to?"",""Did you use the updated number of plants after the first change?""]","{""source"":""ai_generated"",""created_at"":""2026-05-31T18:08:53.225820Z"",""blueprint_code"":""compound_state_transformation""}","{""spec"":{},""type"":""none"",""required"":false}",compound_state_transformation,dev,draft,true,false,none,2026-05-31 18:08:53.22582+00
waterloo_gauss_direct_measurement_formula_part_a_202605311809458202,waterloo_gauss,geometry_and_measurement,mixed,part_a,geometric_formula_application,A circle has a radius of 7 cm. What is the circumference of the circle?,"{""A"":""7π cm"",""B"":""14π cm"",""C"":""49π cm"",""D"":""21π cm"",""E"":""14 cm""}",B,"[""formula choice"",""radius/diameter distinction""]","[""confusing radius and diameter"",""mixing area and perimeter""]","{""A"":""Uses radius instead of diameter in the circumference formula (C = πd or 2πr)"",""C"":""Applies the area formula (A = πr²) instead of the circumference formula"",""D"":""Adds radius and diameter (7 + 14) then multiplies by π incorrectly"",""E"":""Ignores π entirely in the circumference calculation""}","{""steps"":[""Circumference formula: C = 2πr"",""Substitute r = 7 cm: C = 2π × 7 = 14π cm""],""key_insight"":""The circumference requires doubling the radius (or using diameter) in the formula C = πd""}","[""What formula calculates the distance around a circle?"",""Is the given value a radius or diameter?"",""Remember to multiply the radius by 2 when using C = 2πr""]","{""source"":""ai_generated"",""created_at"":""2026-05-31T18:09:43.238601Z"",""blueprint_code"":""direct_measurement_formula""}","{""spec"":{""labels"":[{""text"":""Radius = 7 cm"",""position"":""right""}],""shapes"":[""circle""],""description"":""A circle with radius labeled '7 cm'""},""type"":""geometry_diagram"",""required"":true}",direct_measurement_formula,dev,draft,true,true,geometry_diagram,2026-05-31 18:09:43.238601+00
waterloo_gauss_direct_measurement_formula_part_a_202605311810361394,waterloo_gauss,geometry_and_measurement,mixed,part_a,geometric_formula_application,A rectangle has a perimeter of 20 cm. The length of one side is 6 cm. What is the width of the rectangle?,"{""A"":""4 cm"",""B"":""8 cm"",""C"":""10 cm"",""D"":""14 cm"",""E"":""16 cm""}",A,"[""Apply perimeter formula for rectangle"",""Solve one-step linear equation""]","[""Mixing perimeter and area calculations"",""Confusing length and width roles"",""Ignoring the paired sides in perimeter""]","{""A"":null,""B"":""Incorrectly calculates half the perimeter (20 ÷ 2 = 10) then subtracts only one side (10 - 6 = 4) instead of solving the full equation."",""C"":""Takes half the perimeter (20 ÷ 2 = 10) without accounting for the given side length."",""D"":""Adds the given side length to half the perimeter (10 + 6 = 16) instead of subtracting."",""E"":""Misapplies perimeter formula by directly subtracting 6 from the full perimeter (20 - 6 = 14).""}","{""steps"":[""Perimeter = 2 × (length + width)"",""20 = 2 × (6 + width)"",""10 = 6 + width"",""width = 4 cm""],""key_insight"":""Use the perimeter formula for rectangles and solve for the missing side.""}","[""Write down the formula for the perimeter of a rectangle."",""Plug in the known values and simplify the equation."",""Solve for the unknown side by isolating it on one side of the equation.""]","{""source"":""ai_generated"",""created_at"":""2026-05-31T18:10:32.231998Z"",""blueprint_code"":""direct_measurement_formula""}","{""spec"":{""shapes"":[{""type"":""rectangle"",""labels"":[{""text"":""6 cm"",""position"":""top""},{""text"":""w cm"",""position"":""right""}],""dimensions"":{""width"":""w"",""length"":6}}],""annotations"":[{""text"":""Perimeter = 20 cm"",""position"":""top_left""}],""description"":""A rectangle labeled with length 6 cm and width w cm, with perimeter 20 cm indicated around the figure.""},""type"":""geometry_diagram"",""required"":true}",direct_measurement_formula,dev,draft,true,true,geometry_diagram,2026-05-31 18:10:32.231998+00
waterloo_gauss_direct_measurement_formula_part_a_202605311811294689,waterloo_gauss,geometry_and_measurement,mixed,part_a,geometric_formula_application,A rectangle has a length of 8 units and a width of 2 units. What is its area?,"{""A"":""10 units²"",""B"":""16 units²"",""C"":""20 units²"",""D"":""24 units²"",""E"":""32 units²""}",B,"[""formula_choice"",""unit_handling""]","[""Mixing area and perimeter"",""ignoring units""]","{""A"":""This answer results from adding the length and width instead of multiplying them."",""C"":""This answer is the perimeter of the rectangle, not the area."",""D"":""This answer is incorrect; it might result from multiplying the length by 3 instead of the width."",""E"":""This answer is incorrect; it might result from doubling the length and then multiplying by the width.""}","{""steps"":[""Recall the formula for the area of a rectangle: Area = length × width."",""Substitute the given values: 8 × 2 = 16.""],""key_insight"":""The area of a rectangle is calculated by multiplying its length and width.""}","[""What is the formula for the area of a rectangle?"",""Ensure you multiply the length and width, not add them."",""Check the diagram for the correct dimensions.""]","{""source"":""ai_generated"",""created_at"":""2026-05-31T18:11:23.381804Z"",""blueprint_code"":""direct_measurement_formula""}","{""spec"":{""labels"":[{""text"":""8 units"",""position"":""top""},{""text"":""2 units"",""position"":""left""}],""shapes"":[{""type"":""rectangle"",""label"":""Rectangle"",""width"":8,""height"":2}],""description"":""A rectangle with length labeled 8 units and width labeled 2 units.""},""type"":""geometry_diagram"",""required"":true}",direct_measurement_formula,dev,draft,true,true,geometry_diagram,2026-05-31 18:11:23.381804+00
waterloo_gauss_direct_measurement_formula_part_a_202605311812196249,waterloo_gauss,geometry_and_measurement,mixed,part_a,geometric_formula_application,A circular garden has a diameter of 14 meters. What is the circumference of the garden? Use π ≈ 22/7.,"{""A"":""44 m"",""B"":""88 m"",""C"":""22 m"",""D"":""66 m"",""E"":""11 m""}",A,"[""Direct formula application"",""Radius/diameter distinction""]","[""Confusing radius and diameter"",""Mixing area and perimeter formulas""]","{""A"":null,""B"":""Incorrectly used the diameter as the radius and applied 2πr, leading to 2 × 22/7 × 14 = 88."",""C"":""Incorrectly calculated π × radius (π × 7) instead of π × diameter, resulting in 22."",""D"":""Incorrectly added the diameter and radius (14 + 7 = 21) and multiplied by π, giving 22/7 × 21 = 66."",""E"":""Incorrectly divided the correct circumference by 4 (44 ÷ 4 = 11).""}","{""steps"":[""Use the circumference formula: Circumference = π × diameter."",""Plug in the values: C = 22/7 × 14 = 44 meters.""],""key_insight"":""The diameter is given, so directly apply the formula C = πd without needing the radius.""}","[""Recall the formula for circumference using diameter or radius."",""Check if the question provides diameter or radius to avoid confusion."",""Ensure you multiply π by the correct value based on the given measurement.""]","{""source"":""ai_generated"",""created_at"":""2026-05-31T18:12:15.382832Z"",""blueprint_code"":""direct_measurement_formula""}","{""spec"":{""labels"":[{""text"":""14 m"",""type"":""line"",""position"":[0,3.5]}],""shapes"":[{""type"":""circle"",""center"":[0,0],""radius"":7}],""description"":""A circle labeled with a diameter of 14 meters.""},""type"":""geometry_diagram"",""required"":true}",direct_measurement_formula,dev,draft,true,true,geometry_diagram,2026-05-31 18:12:15.382832+00
waterloo_gauss_direct_measurement_formula_part_a_202605311813090118,waterloo_gauss,geometry-and-measurement,mixed,part_a,geometric_formula_application,The diagram shows a rectangle with a semicircle on top. The rectangle is 10 cm long and 6 cm wide. What is the total area of the figure? (Use π = 3.14),"{""A"":""90 cm²"",""B"":""39.25 cm²"",""C"":""99.25 cm²"",""D"":""157 cm²"",""E"":""120 cm²""}",C,"[""formula choice"",""radius/diameter distinction""]","[""Mixing area and perimeter"",""confusing radius and diameter""]","{""A"":""Only calculated the area of the rectangle, ignoring the semicircle."",""B"":""Calculated only the area of the semicircle instead of the total figure."",""C"":""Correct calculation of both rectangle and semicircle areas combined."",""D"":""Used full circle area instead of semicircle area."",""E"":""Doubled the rectangle area instead of adding the semicircle area.""}","{""steps"":[""Calculate rectangle area: 10 cm × 6 cm = 60 cm²"",""Calculate semicircle area: ½ × π × (5 cm)² = 39.25 cm²"",""Add both areas: 60 + 39.25 = 99.25 cm²""],""key_insight"":""The total area is the sum of the rectangle and semicircle areas, ensuring radius (not diameter) is used in the circle formula.""}","[""Identify the two shapes in the diagram."",""Calculate each shape's area separately."",""Add the areas together for the final answer.""]","{""source"":""ai_generated"",""created_at"":""2026-05-31T18:13:06.201797Z"",""blueprint_code"":""direct_measurement_formula""}","{""spec"":{""angles"":[],""labels"":[""10 cm (rectangle base)"",""6 cm (rectangle height)"",""5 cm (semicircle radius)""],""shapes"":[{""type"":""rectangle"",""label"":""10 cm, 6 cm"",""width"":10,""height"":6},{""type"":""semicircle"",""label"":""diameter = 10 cm"",""radius"":5,""position"":""top""}],""description"":""A rectangle with a semicircle on top. The rectangle is labeled 10 cm (length) and 6 cm (width). The semicircle's diameter matches the rectangle's length.""},""type"":""geometry_diagram"",""required"":true}",direct_measurement_formula,dev,draft,true,true,geometry_diagram,2026-05-31 18:13:06.201797+00
waterloo_gauss_discrete_probability_outcomes_part_a_202605311813597780,waterloo_gauss,counting-probability,probability,part_a,combinatorial_probability,A fair coin is flipped and a fair six-sided die is rolled. What is the probability that the coin shows heads and the die shows an even number?,"{""A"":""1/2"",""B"":""1/3"",""C"":""1/4"",""D"":""1/6"",""E"":""1/12""}",C,"[""Define a sample space"",""Count favorable outcomes"",""Calculate probability""]","[""Assuming outcomes are equally likely when not"",""Missing cases"",""Flipping numerator and denominator""]","{""A"":""Incorrect. This only considers the probability of getting heads, not the combined event with the die."",""B"":""Incorrect. This might be the result of adding probabilities instead of considering the combined outcomes."",""D"":""Incorrect. This represents the probability of a specific outcome (e.g., heads and rolling a 2) instead of all even numbers."",""E"":""Incorrect. This is the probability of a single specific outcome (e.g., heads and rolling a 2) rather than all even numbers.""}","{""steps"":[""Calculate the total number of outcomes: 2 (coin) × 6 (die) = 12."",""Count favorable outcomes: Heads with 2, 4, or 6 → 3 outcomes."",""Probability = 3/12 = 1/4.""],""key_insight"":""Multiply the number of outcomes for each event to get the total sample space, then count favorable cases.""}","[""List all possible outcomes for each event separately."",""Combine them to find the total possible outcomes."",""Count how many of these combinations meet the success condition.""]","{""source"":""ai_generated"",""created_at"":""2026-05-31T18:13:55.274193Z"",""blueprint_code"":""discrete_probability_outcomes""}","{""spec"":{},""type"":""none"",""required"":false}",discrete_probability_outcomes,dev,draft,true,false,none,2026-05-31 18:13:55.274193+00
